title,totalScore,reviewsCount,street,city,state,countryCode,website,phone,categories/0,categories/1,categories/2,categories/3,categories/4,categories/5,categories/6,categories/7,categories/8,categories/9,url,categoryName,,CompanyUrl
Netwerk Keukens B.V.,5,2,Nieuwe Hemweg 60,Amsterdam,,NL,https://netwerkkeukens.nl/,+31 20 229 8382,Keukenwinkel,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Netwerk%20Keukens%20B.V.&query_place_id=ChIJjZ-TjOUDxkcRgNzxKcKQnKg,Keukenwinkel,,https://nl.linkedin.com/company/bruynzeel-keukens-bv
SieMatic aan de Willemsparkweg,4.8,24,Willemsparkweg 30,Amsterdam,,NL,https://siematic-wpw.nl/nl/home/,+31 20 226 0079,Keukenwinkel,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=SieMatic%20aan%20de%20Willemsparkweg&query_place_id=ChIJc1a8rj0JxkcRgJB9TeHAmlI,Keukenwinkel,,https://nl.linkedin.com/company/siematic-nederland-b.v.
Meester Smeets Tegelhandel,4.6,61,Vredenhofweg 5A,Amsterdam,,NL,http://www.meestersmeets.nl/,+31 20 684 1305,Woonwinkel,Tegelwinkel,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Meester%20Smeets%20Tegelhandel&query_place_id=ChIJ78fPDnzixUcRHIEE0libSw0,Woonwinkel,,https://nl.linkedin.com/company/wout's-tegelhandel
Eveleens Sanitair en Verwarming | Badkamers Aalsmeer | Baden+,4.1,21,Wagenweg 104,Haarlem,,NL,http://www.eveleens-badkamers.nl/,+31 297 321 769,Badkamerinstallateur,Sanitairwinkel,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Eveleens%20Sanitair%20en%20Verwarming%20%7C%20Badkamers%20Aalsmeer%20%7C%20Baden%2B&query_place_id=ChIJaYiJ5JjgxUcRuvhyg2iJQFY,Badkamerinstallateur,,https://nl.linkedin.com/company/tinellokeukens
Divine & Delicious,4.4,79,Gelderlandplein 207,Amsterdam,,NL,http://www.divine-delicious.nl/,+31 20 614 0001,Kookwinkel,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Divine%20%26%20Delicious&query_place_id=ChIJdyEv8xzixUcRlLctNE4R6hE,Kookwinkel,,https://nl.linkedin.com/company/we-wonder-company
Sanisale Amstelveen,3.8,41,Kuiperij 7,Amstelveen,,NL,https://www.sanisale.com/winkels/sanisale-amstelveen/,+31 20 751 9970,Sanitairwinkel,Badkamerinstallateur,Tegelzetter,Tegelwinkel,,,,,,,https://www.google.com/maps/search/?api=1&query=Sanisale%20Amstelveen&query_place_id=ChIJv_GUsCTgxUcRJvPx0HamEio,Sanitairwinkel,,https://nl.linkedin.com/company/sanisale-com
D?vies cookcompany,4.4,9,Turfmarkt 8,Haarlem,,NL,http://www.deviescookcompany.nl/,+31 23 531 3645,Kookwinkel,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=D%C3%A9vies%20cookcompany&query_place_id=ChIJ60Zp-GnvxUcRz0u3ENyZAjA,Kookwinkel,,https://nl.linkedin.com/company/d%C3%A9vies-cookcompany
Kol Tegels & Sanitair by Intercodam Haarlem,3.9,80,Stephensonstraat 31,Haarlem,,NL,https://www.intercodam.com/kol-tegels-sanitair/,+31 20 622 5115,Tegelwinkel,Sanitairwinkel,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Kol%20Tegels%20%26%20Sanitair%20by%20Intercodam%20Haarlem&query_place_id=ChIJT-lJriXvxUcRyzY0WHiB97w,Tegelwinkel,,https://nl.linkedin.com/company/intercodam
Intercodam,3.7,85,Piet Heinkade 211,Amsterdam,,NL,https://www.intercodam.com/vestigingen-intercodam/,+31 20 622 5115,Tegelwinkel,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Intercodam&query_place_id=ChIJp5faO5cJxkcRipy7sX48sF8,Tegelwinkel,,https://nl.linkedin.com/company/intercodam
bulthaup Haarlem,4.7,7,Zijlsingel 20,Haarlem,,NL,https://haarlem.bulthaup.nl/nl/?utm_source=gpb&utm_medium=organic&utm_campaign=gpb-website,+31 23 583 6553,Keukenwinkel,Architect,Aanrechtwinkel,Ontwerpservice,Meubelmakerij,Interieurdecorateur,Binnenhuisarchitect,Interieurinrichter,Keukenvernieuwer,Kookwinkel,https://www.google.com/maps/search/?api=1&query=bulthaup%20Haarlem&query_place_id=ChIJSVWXgBPvxUcRWK5L7ec8q48,Keukenwinkel,,https://nl.linkedin.com/company/bulthaup-haarlem
Bath floor and More... (one stop shop),4.7,12,Diemerparklaan 52-54,Amsterdam,,NL,https://bathfloorandmore.nl/,+31 6 21898046,Sanitairwinkel,Timmerman,Elektricien,Stukadoor,Loodgieter,Tegelzetter,Tegelwinkel,,,,https://www.google.com/maps/search/?api=1&query=Bath%20floor%20and%20More...%20(one%20stop%20shop)&query_place_id=ChIJsYfcw5cOxkcR-Az-mj3AmqU,Sanitairwinkel,,https://nl.linkedin.com/company/floors-and-more-utrecht
Everts BV | Badkamers Haarlem | Baden+,3.7,60,Wagenweg 104,Haarlem,,NL,http://www.evertsbv.nl/,+31 23 514 9914,Sanitairwinkel,Badkamerinstallateur,Verwarmingsinstallateur,,,,,,,,https://www.google.com/maps/search/?api=1&query=Everts%20BV%20%7C%20Badkamers%20Haarlem%20%7C%20Baden%2B&query_place_id=ChIJ37EFWTnvxUcRcalgpjXKW5g,Sanitairwinkel,,https://be.linkedin.com/company/everts-bv
Sanidirect Cruquius Haarlem - Badkamers en tegels,4.1,154,Cruquiusplein 22,Cruquius,,NL,https://www.sanidirect.nl/winkels/cruquius-regio-haarlem?utm_source=google&utm_medium=gmb&utm_campaign=cruquius,+31 23 206 0300,Sanitairwinkel,Badkamerinstallateur,Douchedeurwinkel,Tegelwinkel,,,,,,,https://www.google.com/maps/search/?api=1&query=Sanidirect%20Cruquius%20Haarlem%20-%20Badkamers%20en%20tegels&query_place_id=ChIJxVH4SZToxUcRonwc7wAFtfA,Sanitairwinkel,,
Marquardt Amstelveen,5,3,Maalderij 19,Amstelveen,,NL,https://marquardt-kuchen.nl/winkels/marquardt-amstelveen/,+31 20 787 1370,Keukenwinkel,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Marquardt%20Amstelveen&query_place_id=ChIJ_7g8I_3hxUcRdA-pFuRAba0,Keukenwinkel,,https://nl.linkedin.com/company/marquardt-nederland
"Haarlemse Badkamer, renovatie en aannemersbedrijf",4.9,170,Paul Krugerkade 25 A,Haarlem,,NL,https://www.klusonderhoudsbedrijfhaarlem.nl/,+31 6 86211094,Bouwbedrijf,Badkamerinstallateur,Aannemer,Keukenvernieuwer,Onderhoudsdienst voor gebouwen,,,,,,https://www.google.com/maps/search/?api=1&query=Haarlemse%20Badkamer%2C%20renovatie%20en%20aannemersbedrijf&query_place_id=ChIJG0vVt3DvxUcRhI-DqL39V1Q,Bouwbedrijf,,https://nl.linkedin.com/company/haarlem-klus-en-onderhoud
TuijpsHuysch,3.8,36,Bloemendalerweg 42,Weesp,,NL,https://www.tuijpshuysch.nl/?utm_source=GMB&utm_medium=Organic&utm_campaign=GMB,+31 20 494 0280,Keukenwinkel,Badkamerinstallateur,Winkel voor bubbelbaden,Keukenvernieuwer,Saunawinkel,Stukadoorsbedrijf,Zwembadenwinkel,Tegelzetter,Tegelwinkel,Wellnesscentrum,https://www.google.com/maps/search/?api=1&query=TuijpsHuysch&query_place_id=ChIJed8q1oAJxkcRDroEmGKjKqo,Keukenwinkel,,https://nl.linkedin.com/company/tuijpshuysch
Badkamer renovatie | Dakopbouw | Renovatie | Men Klusser,5,27,Henrick de Keijserstraat 21,Amsterdam,,NL,https://menklusser.nl/?utm_source=gmb&utm_medium=gmb,+31 20 463 7951,Badkamerinstallateur,Bouwbedrijf,Aannemer,Klusbedrijf,Stukadoorsbedrijf,,,,,,https://www.google.com/maps/search/?api=1&query=Badkamer%20renovatie%20%7C%20Dakopbouw%20%7C%20Renovatie%20%7C%20Men%20Klusser&query_place_id=ChIJd7Ln8ZUJxkcRtY5V7e0p_q8,Badkamerinstallateur,,
Heuvel Tegelwerken & installatie,4.8,47,Hooispaad 3,Oostzaan,,NL,https://www.heuveltegelwerken.nl/,+31 6 44551099,Tegelzetter,Installatiebedrijf,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Heuvel%20Tegelwerken%20%26%20installatie&query_place_id=ChIJ95gS2Gr1WSwR1dVU87oMk0o,Tegelzetter,,https://nl.linkedin.com/company/heidewerken
Sanidirect Amsterdam - Badkamers en tegels,4.1,47,Haarlemmerweg 325,Amsterdam,,NL,https://www.sanidirect.nl/winkels/sanidirect-amsterdam?utm_source=google&utm_medium=gmb&utm_campaign=amsterdam,+31 20 300 2517,Sanitairwinkel,Badkamerinstallateur,Douchedeurwinkel,Tegelwinkel,,,,,,,https://www.google.com/maps/search/?api=1&query=Sanidirect%20Amsterdam%20-%20Badkamers%20en%20tegels&query_place_id=ChIJaXyFxqLjxUcR233oy3Oz_Y8,Sanitairwinkel,,
Tegel Amsterdam,5,126,De Dollard 17,Watergang,,NL,http://www.tegelamsterdam.nl/,+31 20 845 8833,Tegelwinkel,Sanitairwinkel,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Tegel%20Amsterdam&query_place_id=ChIJ8c2h0EUIxkcR7p5Ezq0o7_A,Tegelwinkel,,https://nl.linkedin.com/company/tegelgroep-nederland
The Golden Horn,4.3,23,Postjesweg 83H,Amsterdam,,NL,https://www.thegoldenhorn.nl/,+31 6 54917366,Loodgieter,Badkamerinstallateur,Aannemer,,,,,,,,https://www.google.com/maps/search/?api=1&query=The%20Golden%20Horn&query_place_id=ChIJcfqAnmEJxkcRIqExhkOGvzs,Loodgieter,,https://nl.linkedin.com/company/m%C3%B6venpick-hotel-istanbul-golden-horn
Piet Boon Kitchen Flagship Store,4.3,17,Skoon 80A,Oostzaan,,NL,http://pietboonkitchen.com/,+31 20 722 0045,Keukenwinkel,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Piet%20Boon%20Kitchen%20Flagship%20Store&query_place_id=ChIJiVswtazixUcRHg345g0kxbY,Keukenwinkel,,https://nl.linkedin.com/company/piet-boon-
Sanimax,4.6,54,Fustweg 3,Haarlem,,NL,http://www.sanimax.nl/,+31 23 844 1618,Badkamerinstallateur,Sanitairwinkel,Tegelwinkel,,,,,,,,https://www.google.com/maps/search/?api=1&query=Sanimax&query_place_id=ChIJff7-rIHlxUcRpoKZiYm6Me8,Badkamerinstallateur,,https://nl.linkedin.com/company/sanimax-sanitair-tegels
GP Interieur Idee,4.1,11,Badhoevelaan 47A,Badhoevedorp,,NL,http://www.gp-interieur-idee.nl/,+31 20 659 5406,Keukenwinkel,Kastenwinkel,Deurenleverancier,Meubelmakerij,Kookwinkel,,,,,,https://www.google.com/maps/search/?api=1&query=GP%20Interieur%20Idee&query_place_id=ChIJkc6g_2bhxUcRPKC5YCnuguo,Keukenwinkel,,https://nl.linkedin.com/company/gp-decor
Sanitairo,5,15,Corversbos 116,Hoofddorp,,NL,https://www.sanitairo.nl/,+31 6 47090444,Bouwbedrijf,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Sanitairo&query_place_id=ChIJ3Y38NrPnxUcRsUhm61utHHU,Bouwbedrijf,,https://nl.linkedin.com/company/sanidrome
Haarlemse Badkamers en keukens installateur,5,13,Raamsingel 18C,Haarlem,,NL,https://www.klusonderhoudsbedrijfhaarlem.nl/,+31 6 21842481,Bouwbedrijf,Badkamerinstallateur,Aannemer,Klusbedrijf,Onderhoudsdienst voor gebouwen,,,,,,https://www.google.com/maps/search/?api=1&query=Haarlemse%20Badkamers%20en%20keukens%20installateur&query_place_id=ChIJW9DBdSvvxUcRQ5hbABWCq10,Bouwbedrijf,,https://nl.linkedin.com/company/haarlem-klus-en-onderhoud
H&R Tegels Sanitair Vloeren,4.9,51,Nijverheidsweg 25,Haarlem,,NL,https://www.henrtegels.nl/,+31 23 526 1426,Tegelwinkel,Sanitairwinkel,Hout- en laminaatvloerenleverancier,,,,,,,,https://www.google.com/maps/search/?api=1&query=H%26R%20Tegels%20Sanitair%20Vloeren&query_place_id=ChIJsY6hoZ3vxUcR5wzgcWWlK6w,Tegelwinkel,,https://nl.linkedin.com/company/tegelgroep-nederland
Kvik Haarlem City,4.4,23,Zijlstraat 61,Haarlem,,NL,https://www.kvik.nl/winkel-zoeken/kvik-haarlem-city?utm_source=google&utm_medium=organic&utm_campaign=website&utm_content=haarlem-city,+31 23 303 6354,Keukenwinkel,Badkamerinstallateur,Sanitairwinkel,Leverancier van inbouwmeubilair,Meubelmakerij,Meubelfabrikant,Meubelwinkel,Keukenvernieuwer,Kookwinkel,Projectinrichter,https://www.google.com/maps/search/?api=1&query=Kvik%20Haarlem%20City&query_place_id=ChIJydsMkLDvxUcRZJL8hFQZGGc,Keukenwinkel,,
Kitchen Lab Amsterdam,5,3,Pedro de Medinalaan 53,Amsterdam,,NL,https://kitchenlabamsterdam.com/,+31 6 25013350,Keukenwinkel,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Kitchen%20Lab%20Amsterdam&query_place_id=ChIJSSB52B8PxkcREgCNWhAB6e0,Keukenwinkel,,https://nl.linkedin.com/company/kitchenlabamsterdam
Smits Keukens Haarlem,4.1,19,Rijksstraatweg 586,Haarlem,,NL,http://smitskeukens.nl/,+31 23 537 2181,Keukenwinkel,Keukenvernieuwer,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Smits%20Keukens%20Haarlem&query_place_id=ChIJcybC1JLvxUcRN1X-5kgodR0,Keukenwinkel,,https://nl.linkedin.com/company/smit-keukens-en-kasten
I-KOOK Amsterdam,3.5,81,Johan Cruijff Boulevard 16a,Amsterdam,,NL,https://www.i-kook.nl/winkels/amsterdam/?utm_source=google&utm_medium=listing&utm_campaign=gmb_amsterdam,+31 20 226 1330,Keukenwinkel,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=I-KOOK%20Amsterdam&query_place_id=ChIJP9PX04sLxkcRumHd_FQAnXY,Keukenwinkel,,https://nl.linkedin.com/company/i-kook
Superkeukens Cruquius,3.5,40,Spaarneweg 24,Cruquius,,NL,https://www.superkeukens.nl/winkels/cruquius,+31 23 548 1002,Keukenwinkel,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Superkeukens%20Cruquius&query_place_id=ChIJ0adOcpboxUcR8lawxbAEBNo,Keukenwinkel,,https://www.linkedin.com/company/bemmelenkroon
Kvik Amstelveen,5,2,Bouwerij 71C,Amstelveen,,NL,https://www.kvik.nl/winkel-zoeken/kvik-amstelveen?utm_source=google&utm_medium=organic&utm_campaign=website&utm_content=amstelveen,+31 6 57298805,Keukenwinkel,Badkamerinstallateur,Sanitairwinkel,Leverancier van inbouwmeubilair,Meubelmakerij,Meubelfabrikant,Meubelwinkel,Keukenvernieuwer,Kookwinkel,Projectinrichter,https://www.google.com/maps/search/?api=1&query=Kvik%20Amstelveen&query_place_id=ChIJk318SrbhxUcRCc2VB95HK-w,Keukenwinkel,,
Keukenstunter Zaandam,4.7,35,Stormhoek 14,Zaandam,,NL,https://www.keukenstunter.com/winkels/keukenstunter-zaandam/,+31 75 737 0167,Keukenwinkel,Aanrechtwinkel,Keukenvernieuwer,Koelkastwinkel,,,,,,,https://www.google.com/maps/search/?api=1&query=Keukenstunter%20Zaandam&query_place_id=ChIJzXB-1SvjxUcRMIFbPggbHuI,Keukenwinkel,,https://nl.linkedin.com/company/keukenstunter
Voordelig Design Sanitair,4.1,43,Rietwijkeroordweg 22,Aalsmeer,,NL,https://www.voordeligdesignsanitair.nl/?utm_source=GMB&utm_medium=organic&utm_campaign=GMBlink,+31 297 228 220,Sanitairwinkel,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Voordelig%20Design%20Sanitair&query_place_id=ChIJT3MymQLhxUcRXqa7RzdEkWk,Sanitairwinkel,,
Keukensale Cruquius,4.8,55,Spaarneweg 63,Cruquius,,NL,https://www.keukensale.com/winkels/keukensale-cruquius/,+31 23 583 5895,Keukenwinkel,Keukenvernieuwer,Tegelwinkel,,,,,,,,https://www.google.com/maps/search/?api=1&query=Keukensale%20Cruquius&query_place_id=ChIJvc1KlJXoxUcR4omEqzNrYJw,Keukenwinkel,,https://nl.linkedin.com/company/keukensale
Keuken Kampioen,4,172,Cruquiusplein 48,Cruquius,,NL,https://www.keukenkampioen.nl/showrooms/cruquius/?utm_source=GMB_listing&utm_medium=organic,+31 23 547 6110,Keukenwinkel,Keukenvernieuwer,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Keuken%20Kampioen&query_place_id=ChIJF97hqpXoxUcRQoo1-yHtNII,Keukenwinkel,,https://nl.linkedin.com/company/keuken-kampioen
X2O Badkamers - Cruquius,3.8,85,Spaarneweg 16K,Cruquius,,NL,https://www.x2o.nl/showrooms/x2o-badkamers-cruquius?utm_source=GMB&utm_medium=organic&utm_campaign=cruquius,+31 23 720 0940,Sanitairwinkel,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=X2O%20Badkamers%20-%20Cruquius&query_place_id=ChIJXwVnO5boxUcRgdY6dNCp6s8,Sanitairwinkel,,https://www.linkedin.com/company/x2o-badkamers-nederland
KeukenConcurrent Villa Arena,4,64,"Villa Arena, Johan Cruijff Boulevard 102",Amsterdam,,NL,https://www.keukenconcurrent.nl/keukenzaak/amsterdam-arena/?utm_source=GMB_listing&utm_medium=organic,+31 20 363 0063,Keukenwinkel,Keukenvernieuwer,,,,,,,,,https://www.google.com/maps/search/?api=1&query=KeukenConcurrent%20Villa%20Arena&query_place_id=ChIJuxDO-5cLxkcR0maH3SZECYQ,Keukenwinkel,,https://nl.linkedin.com/company/keukenconcurrent
X2O Badkamers - Zaandam,4.1,40,Stormhoek 24,Zaandam,,NL,https://www.x2o.nl/showrooms/x2o-badkamers-zaandam?utm_source=GMB&utm_medium=organic&utm_campaign=zaandam,+31 75 808 0146,Sanitairwinkel,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=X2O%20Badkamers%20-%20Zaandam&query_place_id=ChIJm3q6bjfjxUcRUTgJSsK0i1g,Sanitairwinkel,,https://www.linkedin.com/company/x2o-badkamers-nederland
I-KOOK Zaandam,3.8,52,Pieter Ghijsenlaan 21,Zaandam,,NL,http://www.i-kook.nl/winkels/zaandam/?utm_source=google&utm_medium=listing&utm_campaign=gmb_zaandam,+31 75 303 0668,Keukenwinkel,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=I-KOOK%20Zaandam&query_place_id=ChIJnSyS8NfixUcRMWkYsL9dPyE,Keukenwinkel,,
Bruynzeel Keukens Zaandam,3.5,61,Pieter Ghijsenlaan 9B,Zaandam,,NL,https://www.bruynzeelkeukens.nl/winkels/zaandam?utm_source=google-mijn-bedrijf&utm_medium=organic,+31 75 635 6106,Keukenwinkel,Keukenvernieuwer,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Bruynzeel%20Keukens%20Zaandam&query_place_id=ChIJlf4O-tfixUcRIX7ST-vJNhc,Keukenwinkel,,https://www.linkedin.com/company/bruynzeel-keukens-bv/
Kvik Boulevard Westpoort - Amsterdam,3.9,100,Roesiel 15,Amsterdam,,NL,https://www.kvik.nl/winkel-zoeken/kvik-amsterdam-boulevard-westpoort?utm_source=google&utm_medium=organic&utm_campaign=website&utm_content=westpoort-amsterdam,+31 20 447 0000,Keukenwinkel,Badkamerinstallateur,Sanitairwinkel,Leverancier van inbouwmeubilair,Meubelmakerij,Meubelfabrikant,Meubelwinkel,Keukenvernieuwer,Kookwinkel,Projectinrichter,https://www.google.com/maps/search/?api=1&query=Kvik%20Boulevard%20Westpoort%20-%20Amsterdam&query_place_id=ChIJLZai7KfjxUcRuk3yR0T7kv8,Keukenwinkel,,https://nl.linkedin.com/company/kvik-amsterdam-westpoort
Kvik Cruquius - Hoofddorp,4.6,82,Spaarneweg 55,Cruquius,,NL,https://www.kvik.nl/winkel-zoeken/kvik-cruquius-hoofddorp?utm_source=google&utm_medium=organic&utm_campaign=website&utm_content=cruquius-hoofddorp,+31 23 547 9563,Keukenwinkel,Badkamerinstallateur,Sanitairwinkel,Leverancier van inbouwmeubilair,Meubelmakerij,Meubelfabrikant,Meubelwinkel,Keukenvernieuwer,Kookwinkel,Projectinrichter,https://www.google.com/maps/search/?api=1&query=Kvik%20Cruquius%20-%20Hoofddorp&query_place_id=ChIJY2aawZXoxUcRbQ_ibhiAu2A,Keukenwinkel,,
KeukenTreffer,3.7,62,Roesiel 29,Amsterdam,,NL,http://www.keukentreffer.nl/,+31 20 637 3733,Keukenwinkel,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=KeukenTreffer&query_place_id=ChIJF52uZE8IxkcRnxRIElrFpuc,Keukenwinkel,,https://nl.linkedin.com/company/dkg-groep
Keukensale Amsterdam Villa Arena,3.5,42,Johan Cruijff Boulevard 24,Amsterdam,,NL,https://www.keukensale.com/winkels/keukensale-amsterdam-villa-arena/,+31 20 737 3302,Keukenwinkel,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Keukensale%20Amsterdam%20Villa%20Arena&query_place_id=ChIJY1oVk7ULxkcRUM4dko_IvbE,Keukenwinkel,,https://nl.linkedin.com/company/keukensale
Keuken Kampioen Amstelveen,4.4,45,Maalderij 12,Amstelveen,,NL,https://www.keukenkampioen.nl/showrooms/amstelveen/?utm_source=GMB_listing&utm_medium=organic,+31 20 800 3507,Keukenwinkel,Keukenvernieuwer,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Keuken%20Kampioen%20Amstelveen&query_place_id=ChIJYWv4bBDhxUcRQNpFwhxogbo,Keukenwinkel,,
Keukensale Zaandam,4.5,93,Stormhoek 16,Zaandam,,NL,https://www.keukensale.com/winkels/keukensale-zaandam/,+31 75 737 0201,Keukenwinkel,Aanrechtwinkel,Keukenvernieuwer,Koelkastwinkel,,,,,,,https://www.google.com/maps/search/?api=1&query=Keukensale%20Zaandam&query_place_id=ChIJeRKSJirjxUcRQacxcUS1_fo,Keukenwinkel,,https://nl.linkedin.com/company/keukensale
Brugman,4.2,223,Kruisweg 785C,Hoofddorp,,NL,https://www.brugman.nl/vestigingen/hoofddorp/?utm_source=GMB_listing&utm_medium=organic,+31 20 653 3462,Keukenwinkel,Badkamerinstallateur,Sanitairwinkel,Keukenvernieuwer,,,,,,,https://www.google.com/maps/search/?api=1&query=Brugman&query_place_id=ChIJQ_f-2Q_nxUcR7_vqzWakbZQ,Keukenwinkel,,https://nl.linkedin.com/company/brugman-keukens-&-badkamers-b.v.
Bemmel & Kroon - Cruquius,4.4,650,"Cruquiusplein, Woonboulevard 50",Cruquius,,NL,http://www.bemmelenkroon.nl/,+31 23 548 3060,Keukenwinkel,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Bemmel%20%26%20Kroon%20-%20Cruquius&query_place_id=ChIJtxjUUJToxUcR7HeKoNvG9zg,Keukenwinkel,,https://nl.linkedin.com/company/bemmelenkroon
Keukencentrum Garnier,4.5,21,Van Slingelandtstraat 3,Amsterdam,,NL,http://www.garnierkeukencentrum.nl/,+31 20 682 6466,Keukenwinkel,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Keukencentrum%20Garnier&query_place_id=ChIJ7y2KDXnixUcR4yIwzmVOlFw,Keukenwinkel,,
HORNBACH Keukenstudio Zaandam,4.3,3,Symon Spiersweg 6,Zaandam,,NL,https://www.hornbach.nl/vestigingsinfo/keukenstudio/,+31 75 612 7070,Winkel huishoudapparatuur,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=HORNBACH%20Keukenstudio%20Zaandam&query_place_id=ChIJXzgBan_jxUcREcTGWpw-G40,Winkel huishoudapparatuur,,https://nl.linkedin.com/company/hornbach-bouwmarkt-tuincentrum-en-drive-in
Badkamer & Keuken Makelaar,4.7,94,Johan Cruijff Boulevard 89,Amsterdam,,NL,http://www.badkamerenkeukenmakelaar.nl/,+31 85 401 0330,Keukenwinkel,Sanitairwinkel,Intermediair,,,,,,,,https://www.google.com/maps/search/?api=1&query=Badkamer%20%26%20Keuken%20Makelaar&query_place_id=ChIJEfpJnDpVz0cR4lSRFcIVsU0,Keukenwinkel,,
Dicks Technische Groothandel,4.9,20,Werfstraat 10 B,Haarlem,,NL,https://dicksbv.nl/techniek/?utm_source=googlemijnbedrijf&utm_medium=organic&utm_campaign=profiel,+31 23 541 0020,Groothandelswinkel,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Dicks%20Technische%20Groothandel&query_place_id=ChIJXX_nmZTvxUcRdQ89d9tZJAQ,Groothandelswinkel,,
HORNBACH Keukenstudio Amsterdam,4,7,Berchvliet 14,Amsterdam,,NL,https://www.hornbach.nl/vestigingsinfo/keukenstudio/,+31 20 754 5200,Winkel huishoudapparatuur,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=HORNBACH%20Keukenstudio%20Amsterdam&query_place_id=ChIJ9dyK0k_jxUcRizCCZgrrL_4,Winkel huishoudapparatuur,,https://nl.linkedin.com/company/hornbach-bouwmarkt-tuincentrum-en-drive-in
Cees Pronk | Own Inspiration Studio,5,10,Buitenveldertselaan 102,Amsterdam,,NL,https://www.ceespronkbad.nl/,+31 20 404 2542,Sanitairwinkel,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Cees%20Pronk%20%7C%20Own%20Inspiration%20Studio&query_place_id=ChIJSfVWlwwKxkcRuUEthPxeshA,Sanitairwinkel,,https://www.linkedin.com/company/cees-pronk
Badkamer renovatie | MB Bouw & Design,4.9,16,Poortland,Amsterdam,,NL,http://www.mb-bouwdesign.nl/,+31 85 080 5050,Badkamerinstallateur,Loodgieter,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Badkamer%20renovatie%20%7C%20MB%20Bouw%20%26%20Design&query_place_id=ChIJj2ORm6gQhKgRBt-1vZdkwEs,Badkamerinstallateur,,https://www.linkedin.com/company/mb-interieurs
Labor Coking Studio,5,3,Catharina van Clevepark 47,Amstelveen,,NL,http://www.laborcoking.nl/,+31 6 28550363,Keukenwinkel,Interieurarchitectenbureau,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Labor%20Coking%20Studio&query_place_id=ChIJp387YXcKxkcRQNGfUgmaYbg,Keukenwinkel,,https://www.linkedin.com/company/brokking's-beheer-b.v.
Voortman Keukens Lijnden,3.9,43,Melbournestraat 3a,Lijnden,,NL,https://www.voortmankeukens.nl/,+31 85 077 3399,Keukenwinkel,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Voortman%20Keukens%20Lijnden&query_place_id=ChIJ3b559XjhxUcR7Ndowc_6H2c,Keukenwinkel,,https://nl.linkedin.com/company/voortman-keukens
