title,totalScore,reviewsCount,street,city,state,countryCode,website,phone,categories/0,categories/1,categories/2,categories/3,categories/4,categories/5,categories/6,categories/7,categories/8,categories/9,url,categoryName,,CompanyUrl,DecisionMakers,CompanyURN
TheClassicHouse,4.9,43,Lisserweg 41a,Weteringbrug,,NL,https://www.theclassichouse.eu/,+31 71 711 3251,Sanitairwinkel,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=TheClassicHouse&query_place_id=ChIJq6oOVtbcxUcR1Zld9HiXyU4,Sanitairwinkel,,https://be.linkedin.com/company/thepowerhouse-group,Nadine Smith (Head of Operations) - https://www.linkedin.com/in/nadine-smith-9553ab194 ; Loren Power (Retired) - https://www.linkedin.com/in/loren-power-8a849083,urn:li:organization:18225600
"B&B keukenstudio Amsterdam, Italiaanse keukens",4.5,15,Buitenveldertselaan 108,Amsterdam,,NL,https://www.benbkeukenstudio.nl/,+31 20 642 5042,Keukenwinkel,Winkel huishoudapparatuur,Installatiebedrijf,,,,,,,,https://www.google.com/maps/search/?api=1&query=B%26B%20keukenstudio%20Amsterdam%2C%20Italiaanse%20keukens&query_place_id=ChIJs3mTlwwKxkcRyrEqaIAMNjk,Keukenwinkel,,https://nl.linkedin.com/company/b&b-keukenstudio-b-v-,Seyfullah Kiliç (Eigenaar) - https://www.linkedin.com/in/seyfullah-kiliç-1a78a4272 ; Rob Broekhuizen (Ondernemer) - https://www.linkedin.com/in/rob-broekhuizen-6058494a,urn:li:organization:1859538
Keukenhof Keukens,4.5,99,Schelphorst 62,Wieringerwerf,,NL,http://www.keukenhofkeukens.nl/,+31 227 603 002,Keukenwinkel,Winkel voor elektrische apparatuur,Interieurinrichter,Keukenvernieuwer,,,,,,,https://www.google.com/maps/search/?api=1&query=Keukenhof%20Keukens&query_place_id=ChIJ452MKJuzyEcRV4ItuLwKOdw,Keukenwinkel,,https://nl.linkedin.com/company/keukenhof,Jeroen Rijpkema (Managing Director) - https://www.linkedin.com/in/jeroen-rijpkema-15647454 ; Frank Steiginga (Eigenaar) - https://www.linkedin.com/in/frank-steiginga-17394a3b1,urn:li:organization:446491
Keukencentrum Stedebroec,4.6,27,Raadhuislaan 21A,Grootebroek,,NL,http://www.keukencentrumstedebroec.nl/,+31 228 515 883,Keukenwinkel,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Keukencentrum%20Stedebroec&query_place_id=ChIJVXuIFT-kyEcR8ra-0YKfWhU,Keukenwinkel,,,,
Duitse Keuken Import B.V.,4.2,88,Graftermeerstraat 31 F,Hoofddorp,,NL,http://dki.nl/,+31 23 562 9000,Keukenwinkel,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Duitse%20Keuken%20Import%20B.V.&query_place_id=ChIJ06hjolPmxUcRVqrTQTJCkeo,Keukenwinkel,,https://nl.linkedin.com/company/dki-group-nl,Elles Sprenger (Commercieel directeur ) - https://www.linkedin.com/in/elles-sprenger-512a7960 ; Daan Kommeren (CEO & Founder DKI Group) - https://www.linkedin.com/in/daan-kommeren-943858314 ; Sophia Galindo van der Arend (Accountmanager MKB Koeltechniek) - https://www.linkedin.com/in/sophia-galindo-van-der-arend-b02a94188,urn:li:organization:104257004
Sombroek Keukenspeciaalzaak Broek op Langedijk,4.8,148,Dulleweg 3,Broek op Langedijk,,NL,https://www.sombroekkeukens.nl/?utm_source=Google&utm_medium=Onbetaald&utm_campaign=mijnbedrijfpagina,+31 226 313 894,Keukenwinkel,Keukenvernieuwer,Winkel,,,,,,,,https://www.google.com/maps/search/?api=1&query=Sombroek%20Keukenspeciaalzaak%20Broek%20op%20Langedijk&query_place_id=ChIJ4_BvMbpWz0cRMjrt45ZPklg,Keukenwinkel,,https://nl.linkedin.com/company/keukenspeciaalzaak-sombroek,Edwin Borg (Eigenaar) - https://www.linkedin.com/in/edwin-borg-978b041ba ; Kramer Keukenstudio (Owner) - https://www.linkedin.com/in/kramer-keukenstudio-52a6a237,urn:li:organization:40940258
B&B Keukenstudio,4.8,36,Haverstraat 139,Nieuw-Vennep,,NL,https://benbkeukenstudio.nl/,+31 252 688 806,Keukenwinkel,Winkel huishoudapparatuur,Ontwerpservice,Keukenvernieuwer,,,,,,,https://www.google.com/maps/search/?api=1&query=B%26B%20Keukenstudio&query_place_id=ChIJSbqXXv_nxUcRytIiG-hZAMk,Keukenwinkel,,https://nl.linkedin.com/company/b&b-keukenstudio-b-v-,Seyfullah Kiliç (Eigenaar) - https://www.linkedin.com/in/seyfullah-kiliç-1a78a4272 ; Rob Broekhuizen (Ondernemer) - https://www.linkedin.com/in/rob-broekhuizen-6058494a,urn:li:organization:1859538
WST Keukens BV,4.4,21,Vlietsend 28,Krommenie,,NL,http://www.wstkeukens.nl/,+31 75 621 7260,Keukenwinkel,Aannemer,,,,,,,,,https://www.google.com/maps/search/?api=1&query=WST%20Keukens%20BV&query_place_id=ChIJzc9LxJP7xUcRwVxamIibcII,Keukenwinkel,,https://nl.linkedin.com/company/vanhulstprofessionals,Erwin van Hulst (Oprichter/eigenaar) - https://www.linkedin.com/in/erwinvanhulst,urn:li:organization:80759765
De KeukenGalerie,5,2,Binnenweg 79C,Heemstede,,NL,https://www.dekeukengalerie.nl/,+31 23 576 7126,Keukenwinkel,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=De%20KeukenGalerie&query_place_id=ChIJ4UivPwvpxUcR-jw50U6f7hg,Keukenwinkel,,https://nl.linkedin.com/company/dkg-groep,"Mark Slappendel (Chief Executive Officer (CEO)) - https://www.linkedin.com/in/markslappendel ; Simone Beks-Kröplin (Chief Financial Officer) - https://www.linkedin.com/in/simone-beks-kröplin-b381a110 ; Vincent Weijers (Member of The Supervisory Board) - https://www.linkedin.com/in/vincentweijers ; Roos van Oorschot (Teamleider Fabricage (Afdelingsmanager)) - https://www.linkedin.com/in/roosvanoorschot ; Jeroen Princen (Voorzitter Raad van Commissarissen van DKG Holding BV, producent van Bruynzeel en Keller keukens) - https://www.linkedin.com/in/jeroen-princen-7838b558",urn:li:organization:9253004
Uw keuken wrappen,5,221,Binairstraat 17,Amsterdam,,NL,http://www.uwkeukenwrappen.nl/,+31 6 53512997,Keukenvernieuwer,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Uw%20keuken%20wrappen&query_place_id=ChIJ1TyoBp4JxkcR-9XWyNcUHsM,Keukenvernieuwer,,https://www.linkedin.com/company/wrappr-nl,Qi Lin (Cofounder) - https://www.linkedin.com/in/qillin,urn:li:organization:109478204
"Sobik BV voor al uw Tegel, Sanitair, Laminaat & Pvc",5,42,Monitorstraat 9,Amsterdam,,NL,http://www.sobik.nl/,+31 20 600 4026,Tegelwinkel,Sanitairwinkel,Bouwbedrijf,Tegelzetter,Hout- en laminaatvloerenleverancier,,,,,,https://www.google.com/maps/search/?api=1&query=Sobik%20BV%20voor%20al%20uw%20Tegel%2C%20Sanitair%2C%20Laminaat%20%26%20Pvc&query_place_id=ChIJk8329CIIxkcRE58Xvw1u0tc,Tegelwinkel,,,,
Victor Keukens,5,9,Olifantswerf 15,Amsterdam,,NL,https://www.victorkeukens.nl/,+31 20 775 1730,Keukenwinkel,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Victor%20Keukens&query_place_id=ChIJdTU6PjYJxkcRKF2X2fAMxcc,Keukenwinkel,,https://nl.linkedin.com/company/interkeukens,Leendert Oomen (Eigenaar) - https://www.linkedin.com/in/leendertoomen,urn:li:organization:98949138
De Badmeester,5,27,Oudeweg 109A,Haarlem,,NL,http://www.debadmeesterhaarlem.nl/,+31 23 200 0000,Tegelwinkel,Badkamerinstallateur,Sanitairwinkel,,,,,,,,https://www.google.com/maps/search/?api=1&query=De%20Badmeester&query_place_id=ChIJVXoT8PLlxUcRL4jGvSmOJ_I,Tegelwinkel,,https://nl.linkedin.com/company/tuijpshuysch,"Ruud Toor (All Round Senior Keuken-en Interieur Adviseur/specialist bij TuijpsHuysch in Weesp) - https://www.linkedin.com/in/ruud-toor-613527a1 ; Pascal Tielemans (Keuken, Tegel, Badkamer & Wellness Adviseur) - https://www.linkedin.com/in/pascal-tielemans-974a22173 ; Gerard Vlak (Allround Badkamer Installateur) - https://www.linkedin.com/in/gerard-vlak-b57610285",urn:li:organization:64967459
Smeg store Amsterdam | store & outlet,4.7,353,Arent Janszoon Ernststraat 799,Amsterdam,,NL,http://www.smegstoreamsterdam.nl/,+31 20 752 7277,Winkel huishoudapparatuur,Kookwinkel,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Smeg%20store%20Amsterdam%20%7C%20store%20%26%20outlet&query_place_id=ChIJue508hzixUcROq1sRFo-EHQ,Winkel huishoudapparatuur,,https://nl.linkedin.com/company/smeg-store-amsterdam,Luuk Schouten (Commercieel manager) - https://www.linkedin.com/in/luuk-schouten-370142b6 ; Niels Bakker (All round verkoper ) - https://www.linkedin.com/in/niels-bakker-291344181,urn:li:organization:60665279
Keukenstunter Amsterdam Westpoort,4.5,25,Sierenborch 8-E,Amsterdam,,NL,https://www.keukenstunter.com/keukenwinkels/amsterdam_westpoort,+31 20 215 7888,Keukenwinkel,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Keukenstunter%20Amsterdam%20Westpoort&query_place_id=ChIJSXzsu2njxUcR20ndrpraHjM,Keukenwinkel,,https://nl.linkedin.com/company/keukenstunter,Gerben Hunnersen (Eigenaar) - https://www.linkedin.com/in/gerben-hunnersen-01b61241 ; • David Hopman (Eigenaar) - https://www.linkedin.com/in/davidhopman ; Rik Woltersom (Eigenaar) - https://www.linkedin.com/in/rik-woltersom-3884a153 ; Gwenn van Gerven (Eigenaar) - https://www.linkedin.com/in/gwenn-van-gerven-0066b6149,urn:li:organization:18979059
Keuken Wrappen | Restyle uw Keuken,5,55,Aalsmeerderweg 283-30,Aalsmeer,,NL,https://www.restyleuwkeuken.nl/,+31 297 764 124,Keukenvernieuwer,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Keuken%20Wrappen%20%7C%20Restyle%20uw%20Keuken&query_place_id=ChIJ33CwzKzhxUcRgQWg_v7Nc64,Keukenvernieuwer,,https://nl.linkedin.com/company/indoorwrap,Prabesh Basnet (Directeur) - https://www.linkedin.com/in/prabesh-basnet ; kameran Hannan (Interieur wrapper) - https://www.linkedin.com/in/kameran-hannan-bb0565375,urn:li:organization:96181894
Loods 5 Keukens,5,2,Pieter Ghijsenlaan 14B,Zaandam,,NL,https://loods5.nl/winkels/afdelingen/keukens,+31 75 615 7264,Keukenwinkel,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Loods%205%20Keukens&query_place_id=ChIJH_fEPirjxUcR8Zy0mNutlZc,Keukenwinkel,,https://nl.linkedin.com/company/loods-5,Derk Eeuwens (Founder and co owner) - https://www.linkedin.com/in/derk-eeuwens-976475 ; Robert Rulof (Eigenaar) - https://www.linkedin.com/in/robert-rulof-49223624a ; A Uzun (Directeur-generaal) - https://www.linkedin.com/in/a-uzun-155145262 ; Andre Zwinkels (Onafhankelijke ondernemer) - https://www.linkedin.com/in/andre-zwinkels-229721174 ; Linus Lood (VD) - https://www.linkedin.com/in/linus-lood-1349522b6,urn:li:organization:5086141
Bosch Showroom - Inspiratiehuis 20|20,4.5,446,Taurusavenue 36 2,Hoofddorp,,NL,https://www.bosch-home.nl/bosch-ontdekken/showroom,+31 88 424 4010,Kookwinkel,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Bosch%20Showroom%20-%20Inspiratiehuis%2020%7C20&query_place_id=ChIJUUrwvwznxUcRTEapr7vr5c0,Kookwinkel,,https://nl.linkedin.com/company/bosch-the-netherlands,Jorg van Laar (HR Business Partner) - https://www.linkedin.com/in/jorg-van-laar-2ba65330 ; Rian Boll (Member of the Supervisory Board) - https://www.linkedin.com/in/rian-boll-989bb59 ; Leonie Fokkens (HR Business Partner) - https://www.linkedin.com/in/leoniefokkens,urn:li:organization:3489623
Piastrelle,5,2,Van Baerlestraat 14,Amsterdam,,NL,http://piastrelle.nl/,+31 20 671 6475,Sanitairwinkel,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Piastrelle&query_place_id=ChIJUwb_qOUJxkcRbDkGbYqa62c,Sanitairwinkel,,https://nl.linkedin.com/company/piastrelle-amsterdam,Johan Willem Bak (Project Manager) - https://www.linkedin.com/in/johanbak,urn:li:organization:72015511
bulthaup KNSM-eiland,3.9,10,KNSM-Laan 25,Amsterdam,,NL,https://amsterdamknsm.bulthaup.nl/nl/?utm_source=gbp&utm_medium=organic&utm_campaign=gbp-website,+31 20 509 1191,Keukenwinkel,Architect,Aanrechtwinkel,Ontwerpservice,Meubelmakerij,Interieurdecorateur,Binnenhuisarchitect,Interieurinrichter,Keukenvernieuwer,Kookwinkel,https://www.google.com/maps/search/?api=1&query=bulthaup%20KNSM-eiland&query_place_id=ChIJyeJu6RoJxkcRMCuBn9dRW_I,Keukenwinkel,,https://nl.linkedin.com/company/bulthaup-knsm-eiland,Milko Wilner (Eigenaar) - https://www.linkedin.com/in/milko-wilner-8251891b4,urn:li:organization:67201813
Kvik Zaandam,4.3,38,Cornelis Ouwejanstraat 15,Zaandam,,NL,https://www.kvik.nl/winkel-zoeken/kvik-zaandam?utm_source=google&utm_medium=organic&utm_campaign=website&utm_content=zaandam,+31 75 303 0579,Keukenwinkel,Badkamerinstallateur,Sanitairwinkel,Leverancier van inbouwmeubilair,Meubelmakerij,Meubelfabrikant,Meubelwinkel,Keukenvernieuwer,Kookwinkel,Projectinrichter,https://www.google.com/maps/search/?api=1&query=Kvik%20Zaandam&query_place_id=ChIJuR4v6pzjxUcRPsl7s1wFiNk,Keukenwinkel,,,Iain Flitcroft (Managing Director) - https://www.linkedin.com/in/iain-flitcroft-87798370 ; Chris B. T. Larsen (Chief Operations Officer) - https://www.linkedin.com/in/chris-b-t-larsen-2b5232 ; Claus Flyger Pejstrup (CEO) - https://www.linkedin.com/in/claus-flyger-pejstrup ; Bruno Lietaer (Managing Director) - https://www.linkedin.com/in/bruno-lietaer-aa595b1b9 ; Marco Van Den Bosch (Owner Kvik Tilburg) - https://www.linkedin.com/in/marco-van-den-bosch-07201a77,
Wout's Tegelhandel B.V. - Showroom,4.1,283,Oderweg 3,Amsterdam,,NL,http://www.wout.nl/,+31 20 684 1155,Tegelwinkel,Sanitairwinkel,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Wout's%20Tegelhandel%20B.V.%20-%20Showroom&query_place_id=ChIJ8SWTPorixUcRBlW5Kpq-2jU,Tegelwinkel,,https://nl.linkedin.com/company/wout,Angélique van 't Wout (Co-Founder & COO) - https://www.linkedin.com/in/angeliquevantwout ; Suzanne Van der Ent - Nouse (Co-founder and Marketing Manager of Wout of the World) - https://www.linkedin.com/in/suzannevanderent ; Arianne Hofland-van den Dool (Mede-eigenaar) - https://www.linkedin.com/in/arianne-hofland-van-den-dool-35980467 ; Wouter Schelvis (Eigenaar) - https://www.linkedin.com/in/wouter-schelvis-0b775611 ; Wouter Luijken (Eigenaar Wout Onderhoud) - https://www.linkedin.com/in/wouter-luijken-3395a5273,urn:li:organization:13217998
Retro Keukens,5,1,Zwanenburgerdijk 452 A,Zwanenburg,,NL,http://www.retro-keukens.nl/,+31 20 447 0413,Keukenwinkel,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Retro%20Keukens&query_place_id=ChIJh1gT2m_kxUcRh2uObvt6fRw,Keukenwinkel,,,,
Netwerk Keukens B.V.,5,2,Nieuwe Hemweg 60,Amsterdam,,NL,https://netwerkkeukens.nl/,+31 20 229 8382,Keukenwinkel,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Netwerk%20Keukens%20B.V.&query_place_id=ChIJjZ-TjOUDxkcRgNzxKcKQnKg,Keukenwinkel,,https://nl.linkedin.com/company/bruynzeel-keukens-bv,Lenny Engbersen (Owner) - https://www.linkedin.com/in/lenny-engbersen-119246a0 ; peggy Dufour (Eigenaar) - https://www.linkedin.com/in/peggy-dufour-4a2977204 ; carola bafiro (Entrepreneur) - https://www.linkedin.com/in/carola-bafiro-9ab5b01a5 ; Thomas Den broeder (Ondernemer) - https://www.linkedin.com/in/thomas-den-broeder-574a79237,urn:li:organization:260636
SieMatic aan de Willemsparkweg,4.8,24,Willemsparkweg 30,Amsterdam,,NL,https://siematic-wpw.nl/nl/home/,+31 20 226 0079,Keukenwinkel,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=SieMatic%20aan%20de%20Willemsparkweg&query_place_id=ChIJc1a8rj0JxkcRgJB9TeHAmlI,Keukenwinkel,,https://nl.linkedin.com/company/siematic-nederland-b.v.,Rainier Zweep (managing director) - https://www.linkedin.com/in/rainierzweep ; Lieke Sanders (Ambassadeur van SieMatic aan het Vondelpark) - https://www.linkedin.com/in/lieke-sanders-32b0b438 ; Thom Lops (Verkoper) - https://www.linkedin.com/in/thom-lops-904366357 ; Dries Driessen (Accountmanager) - https://www.linkedin.com/in/dries-driessen-965158403,urn:li:organization:25086647
Meester Smeets Tegelhandel,4.6,61,Vredenhofweg 5A,Amsterdam,,NL,http://www.meestersmeets.nl/,+31 20 684 1305,Woonwinkel,Tegelwinkel,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Meester%20Smeets%20Tegelhandel&query_place_id=ChIJ78fPDnzixUcRHIEE0libSw0,Woonwinkel,,https://nl.linkedin.com/company/wout's-tegelhandel,Linda Verhoef (Administrateur) - https://www.linkedin.com/in/lindaverhoef01 ; Denise Stolk (Ontwerp en verkoopadviseur) - https://www.linkedin.com/in/denise-stolk-0aba34140 ; Marco Onel (Sales Manager) - https://www.linkedin.com/in/marco-onel-b11023a9 ; Jasper Zwart (Commercieel medewerker) - https://www.linkedin.com/in/jasper-zwart-8b6333236 ; Patrick Wout (Commercieel medewerker) - https://www.linkedin.com/in/patrick-wout-6492828b,urn:li:organization:1390313
Eveleens Sanitair en Verwarming | Badkamers Aalsmeer | Baden+,4.1,21,Wagenweg 104,Haarlem,,NL,http://www.eveleens-badkamers.nl/,+31 297 321 769,Badkamerinstallateur,Sanitairwinkel,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Eveleens%20Sanitair%20en%20Verwarming%20%7C%20Badkamers%20Aalsmeer%20%7C%20Baden%2B&query_place_id=ChIJaYiJ5JjgxUcRuvhyg2iJQFY,Badkamerinstallateur,,https://nl.linkedin.com/company/tinellokeukens,Milan van Baal (Mede-eigenaar Tinello Keuken & Interieur Kaatsheuvel) - https://www.linkedin.com/in/milan-van-baal-4968b789 ; Pepijn van Baal (Eigenaar Tinello Keuken & Interieur Kaatsheuvel) - https://www.linkedin.com/in/pepijn-van-baal-ba58615a ; Martin de Winter (Owner) - https://www.linkedin.com/in/martin-de-winter-40092510,urn:li:organization:18292507
Divine & Delicious,4.4,79,Gelderlandplein 207,Amsterdam,,NL,http://www.divine-delicious.nl/,+31 20 614 0001,Kookwinkel,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Divine%20%26%20Delicious&query_place_id=ChIJdyEv8xzixUcRlLctNE4R6hE,Kookwinkel,,https://nl.linkedin.com/company/we-wonder-company,Maarten van Zelst (We Wonder Accelerator) - https://www.linkedin.com/in/maarten-van-zelst-6b58aa13 ; Ferry Poppegaai (Director & Co-founder We Wonder Company) - https://www.linkedin.com/in/ferrypoppegaai ; Janneke Pijnenburg (Accountmanager We Wonder Company) - https://www.linkedin.com/in/janneke-pijnenburg-3649372a ; Frans Taapken (Operational manager) - https://www.linkedin.com/in/franstaapken ; Niels De Joode (Sales administration) - https://www.linkedin.com/in/niels-de-joode-458aab207,urn:li:organization:85831767
Sanisale Amstelveen,3.8,41,Kuiperij 7,Amstelveen,,NL,https://www.sanisale.com/winkels/sanisale-amstelveen/,+31 20 751 9970,Sanitairwinkel,Badkamerinstallateur,Tegelzetter,Tegelwinkel,,,,,,,https://www.google.com/maps/search/?api=1&query=Sanisale%20Amstelveen&query_place_id=ChIJv_GUsCTgxUcRJvPx0HamEio,Sanitairwinkel,,https://nl.linkedin.com/company/sanisale-com,Ryan Lalay (Owner) - https://www.linkedin.com/in/ryan-lalay-b8458b1a ; Maikel van den Broek (Commercieel manager) - https://www.linkedin.com/in/maikel-van-den-broek-6b396a184 ; Mathijs Wassink (Eigenaar) - https://www.linkedin.com/in/mathijs-wassink-13b05345 ; Nick Scipio Blume (Eigenaar) - https://www.linkedin.com/in/nick-scipio-blume-5550bb109 ; Jeffrey Kastelein (Franchise-eigenaar) - https://www.linkedin.com/in/jeffrey-kastelein-a36988185,urn:li:organization:5116014
D?vies cookcompany,4.4,9,Turfmarkt 8,Haarlem,,NL,http://www.deviescookcompany.nl/,+31 23 531 3645,Kookwinkel,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=D%C3%A9vies%20cookcompany&query_place_id=ChIJ60Zp-GnvxUcRz0u3ENyZAjA,Kookwinkel,,https://nl.linkedin.com/company/d%C3%A9vies-cookcompany,Edward de Jong (owner) - https://www.linkedin.com/in/edward-de-jong-3b5a3326 ; paulien de jong (Bij Pien) - https://www.linkedin.com/in/paulien-de-jong-073610122,urn:li:organization:62445677
Kol Tegels & Sanitair by Intercodam Haarlem,3.9,80,Stephensonstraat 31,Haarlem,,NL,https://www.intercodam.com/kol-tegels-sanitair/,+31 20 622 5115,Tegelwinkel,Sanitairwinkel,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Kol%20Tegels%20%26%20Sanitair%20by%20Intercodam%20Haarlem&query_place_id=ChIJT-lJriXvxUcRyzY0WHiB97w,Tegelwinkel,,https://nl.linkedin.com/company/intercodam,Dennis Boelhouwer (Algemeen manager) - https://www.linkedin.com/in/dennis-boelhouwer ; Matthijs Wateler (Advisor) - https://www.linkedin.com/in/matthijs-wateler-a278994 ; Marc Sluyter (Sales) - https://www.linkedin.com/in/marc-sluyter-27719626 ; José Vilten (Commercieel manager) - https://www.linkedin.com/in/josé-vilten-ab51a8124 ; Andor Cohenno (Showroom adviseur) - https://www.linkedin.com/in/andor-cohenno-683a581a,urn:li:organization:745113
Intercodam,3.7,85,Piet Heinkade 211,Amsterdam,,NL,https://www.intercodam.com/vestigingen-intercodam/,+31 20 622 5115,Tegelwinkel,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Intercodam&query_place_id=ChIJp5faO5cJxkcRipy7sX48sF8,Tegelwinkel,,https://nl.linkedin.com/company/intercodam,Dennis Boelhouwer (Algemeen manager) - https://www.linkedin.com/in/dennis-boelhouwer ; Matthijs Wateler (Advisor) - https://www.linkedin.com/in/matthijs-wateler-a278994 ; Marc Sluyter (Sales) - https://www.linkedin.com/in/marc-sluyter-27719626 ; José Vilten (Commercieel manager) - https://www.linkedin.com/in/josé-vilten-ab51a8124 ; Andor Cohenno (Showroom adviseur) - https://www.linkedin.com/in/andor-cohenno-683a581a,urn:li:organization:745113
bulthaup Haarlem,4.7,7,Zijlsingel 20,Haarlem,,NL,https://haarlem.bulthaup.nl/nl/?utm_source=gpb&utm_medium=organic&utm_campaign=gpb-website,+31 23 583 6553,Keukenwinkel,Architect,Aanrechtwinkel,Ontwerpservice,Meubelmakerij,Interieurdecorateur,Binnenhuisarchitect,Interieurinrichter,Keukenvernieuwer,Kookwinkel,https://www.google.com/maps/search/?api=1&query=bulthaup%20Haarlem&query_place_id=ChIJSVWXgBPvxUcRWK5L7ec8q48,Keukenwinkel,,https://nl.linkedin.com/company/bulthaup-haarlem,Marius R. Alberts (Founder and Owner at bulthaup Haarlem) - https://www.linkedin.com/in/marius-r-alberts-62023538,urn:li:organization:49091832
